variable,value
Column1,"Waqwinäq q’ij chrij xkäm ri ajtz’ib’, ri xch’ay, ri xch’ayöx"
Column1,"Xa lajuj winäq q’ij chrij rokem, raponem Tunatiw, xjitz’äx ajaw Ajpo Sotz’il, Kaji’  Imox"
Column1, Chi kab’lajuj Aj xel rox juna’ richin ri roxmay chrij ri yujuj
Column1,"Xkajlajuj winäq q’ij chrij töq xjitz’äx ri ajaw Ajpo Sotz’il,  xkijitz’aj ajaw Chu’y Tz’ikinu’ pa tinamït"
Column1, Xa k’a ruwuqlaj q’ij chrij rere’ xejitz’äx chïk ri ajawa’ ri xejitz’an Chu’y Tz’ikinu’
Column1,"K’a wowinäq q’ij chrij rujitz’axik ajaw Ch’ikb’al, xpe rutzijol rukamik Tunatiw"
Column1, Chi ri q’ij b’eleje’ Aj xel kaji’ juna’ chupam ri roxmay chrij ri yujuj
Column1,"Chupam re juna’ re’ nimaläj ul xpe, xb’an nima_ulaläj"
Column1,Wawe’  xtintz’ib’aj kan achike xb’anatäj töq xtikïr qatijoxik chrij ri na’oj católico
Column1,"Waqxaqwinäq q’ij chrij ri ulaläj ri’ xpe, xe’apon qatata’, qajyuq’ wawe’ chi qochoch"
Column1, Chi waqi’ Aj xel ro’ juna’ chupam ri roxmay chrij ri yujuj
Column1, Chi oxi’ Aj xel ruwaq juna’  chupam ri roxmay chrij ri yujuj
Column1, Chi oxlajuj Aj xel chïk ruwuq juna’ chupam ri roxmay chrij ri yujuj
Column1,"Chupam re juna’ re’ ri ajyuq’, ri franciscanos, ri domincanos xejalo’ ki’"
Column1, Chi ri q’ij lajuj Aj xel ruwaqxaq juna’ chupam ri roxmay chrij ri yujuj
Column1, Chi wuqu’ Aj xel rub’elej  juna’ chupam ri roxmay chrij ri yujuj
Column1,"Chupam re juna’ re’ xapon ri ajaw licenciado don Juan Rogel, q’atoy tzij ruk’in ri Audiencia, ri kipopol ri kastilan winäq"
Column1,Wowinäq b’enäq richin ruwaq  juna’ richin rutijoxik ruch’ab’äl qajawal dios töq xmol jay ruma ajaw Juan Rogel
Column1, Ja chi kaji’ Aj xel rulaj juna’ chupam ri roxmay chrij ri yujuj
Column1, Chi jun Aj xel rujulaj juna’ chupam ri roxmay chrij ri yujuj
Column1,Chupam re juna’ re’ xapon ri ajaw presidente Alonso López de Cerrato
Column1, Chi julajuj Aj xel rukab’laj juna’ chupam ri roxmay chrij ri yujuj
Column1, Chi waqxaq Aj xel roxlaj juna’ chupam ri roxmay chrij ri yujuj
Column1,Chupam re juna’ re’ xkäm ri ajtz’ib’ Juan Pérez
Column1, Chi wo’o’Aj xel rukajlaj juna’ chupam ri roxmay chrij ri yujuj
Column1,Chupam re juna’ re’ xapon wi ri ch’ich’ campana
Column1,Juwinäq wo’o’ q’ij chrij raponik ri ch’ich’ campana xrajkäm ri ajaw obispo Pan Q’än ruma ajaw licenciado Ramírez
Column1, Chi ka’i’ Aj xel roxlaj juna’ chupam ri roxmay chrij ri yujuj
Column1,Chupam re juna’ re’ xe’ik’o chïk ri chiköp sak’
Column1, Chi kab’lajuj Aj xel ruwaqlaj juna’ chupam ri roxmay chrij ri yujuj
Column1,Chupam re juna’ re’ xapon chïk ajaw presidente doctor Quesada
Column1," Xe naqaj raponik ajaw doctor Quesada, xkäm ajaw presidente Cerrato"
Column1,K’a ri’ xkäm chïk ajaw doctor Quesada
Column1,"K’a ri’ chïk k’a ri ajaw don Francisco, Ajpo Sotz’il"
Column1, Chi ri q’ij b’eleje’ Aj xel ruwuqlaj juna’ chupam ri roxmay chrij ri yujuj
Column1,"Kawinäq q’ij chrij rukamik don Francisco, xkäm chïk qatata’ fray Domingo de Vico chi la’ Ak’ala’"
Column1, Chi waqi’ Aj xel waqxaqlajuj juna’ chupam ri roxmay chrij ri yujuj
Column1,Chupam re juna’ re’ wawe’ xkäm wi  Alonso de Paz; chi ri q’ij kab’lajuj Q’anil xkäm
Column1,"Oxlajuj winäq q’ij e ik’owinäq chupam re juna’ re’, töq xik’o ruq’ij Santiago,  xapon ri rutzijol chi ri kastilan winäq chi ri’ Pan Q’än xkib’än jun nimaq’ij,  nïm kikotem"
Column1,"Oxwinäq lajuj q’ij chrij ri ruq’ij Santiago, xapon rutzij, ruq’atb’al tzij ri presidente Ramírez"
Column1,"K’a ri’ juwinäq waqxaqi’ q’ij chrij ri ruq’aton tzij ri ajaw Ramírez, xel pe ri wuj richin ri doctrina  chupam kiq’ij ri santos, pa lunes"
Column1, Chi oxi’ Aj xel b’elejlajuj juna’ chupam ri roxmay chrij ri yujuj
Column1,Chupam re juna’ re’ xb’ekich’äy ri Lakantun
Column1, Chi ri q’ij oxlajuj Aj k’a xel roxmay rub’anik yujuj
Column1," Chupam rujulaj ik’ richin re juna’ re’, xapon ri ajaw presidente real"
Column1,"Waqi’ ik’ chrij ri raponik ri ajaw presidente Pan Q’än xtikïr ri yawab’il, ri yab’il wawe’"
Column1," Ja ri Diego Hernández Xajil, Francisco Hernández Q’alel B’ak’ajol ri alcaldes chupam re juna’ re’"
Column1,Chupam ri ruka’n juna’ wawe’ xel pe ri ajaw doctor Mejía
Column1,Chupam re juna’ re’  chuqa’ xekäm wi ri aj Lakantun kuma ri ajlab’al  e tzeqelb’en chrij ri ajaw Ramírez
Column1,"Chi ri juwinäq wo’o’ q’ij richin ri k’isib’äl kaxlan ik’, pa alaxb’äl pascua xkäm nute’"
Column1,"Wuqu’ q’ij xuxe’ ri pascua rïn xichapatäj chïk chi yawab’il, chi yab’il"
Column1, Xel k’a ka’i’ juna’ chupam rukaj may chrij ri yujuj chi ri q’ij wuqu’ Aj
Column1, Chi ri q’ij kaji’ Aj xel chïk rox juna’ chupam ri rukaj may chrij ri yujuj
Column1,"Chupam re juna’ re’ k’a najin ri yab’il, ri kamïk"
Column1, Xel chïk rukaj juna’ chupam ri rukaj may chrij ri yujuj chi ri q’ij jun Aj
Column1,"K’a ri’ xaläx wi jun nuk’ajol, Rafael rub’i’"
Column1, Xel chïk pe ro’ juna’ chupam rukaj may juna’ chrij ri yujuj chi ri q’ij julajuj Aj
Column1,"Chupam re juna’ re’ xerapäx ri alcaldes, xesokäx ruma ri tz’um, ri rapab’äl"
Column1,Xa wi chupam re juna’ re’ xkäm ri ajaw obispo
Column1, Xel chïk ruwaq juna’ chupam ri rukaj may chi ri q’ij waqxaqi’ Aj
Column1,Chupam re juna’ re’ xeyawäj ri winaqi’ jun b’ey chïk ruk’in ri ch’uti’q ch’a’k
Column1, Xe ruwaq juna’ chupam ri rukaj may chrij ri yujuj pa lunes
Column1,Xapon Pan Q’än  ri obispo don Bernardino chi rox q’ij chupam ri ik’ septiembre
Column1,"K’a ri’ xkäm don Pedro, ri kigobernador  K’awinayi’; K’awinay ja  kib’i’ ach’alal, Tz’utujile’"
Column1,Ja k’a xkäm ri ajaw don Jorge
Column1,"K’a ri’ xik’o jun nima_kab’raqän, nima_silonel"
Column1, Ja re’ ri kaxlan juna’ 1566
Column1,"Diego Hernández, Ma Xajil  chuqa’ Alonso Pérez, Ma Sib’aqijay e alcaldes"
Column1,Chupam re juna’ re’ xoqotäx el Diego Hernández Xajil chupam ralcalde’il
Column1,"Chi ruwaqlaj q’ij richin ri ik’ diciembre xkäm doña María, rixjayil don Juan Juárez"
Column1, Ja re’ ri kaxlan juna 1567
Column1,"Chi rujuwinäq lajuj q’ij  richin ri ik’ töq xik’o ri k’astajib’äl pascua,  töq xnimaq’ijüx ri pascua, xk’amär pe wi ri santo sacramento wawe’ Santa María Asunción Tzolola’"
Column1, Ja re’ ri kaxlan juna’ 1568
Column1,Chupam re juna’ re’ xik’o don Francisco Brizeño visitador chuwi’ Sub’a’
Column1, Xk’amär pe ri jubileo chi ruwuq q’ij richin ri ik’ noviembre chupam  ri kaxlan juna’ 1569
Column1,Chi ruwaq q’ij richin ri ik’ enero xch’ay Xajil B’atz’in aj Palopo’ kuma Tz’utujile’
Column1,"K’a ri’ xkäm ri ajaw don Juan Suárez chi rujuwinäq wo’o’ q’ij richin ri ik’ junio, chupam sábado, jun q’ij chrij ri runimaq’ij San Juan Bautista"
Column1,"Kik’ajol ri juley taq ajawa’  e don Cristóbal, ruk’ajol don Juan Cortés;  Luís Pérez"
Column1, Ja re’ ri  kaxlan juna’ 1570
Column1,Chi rujuwinäq waqi’ q’ij chupam ri ik’ julio xkäm rumam Pablo Ximénez
Column1, Ja re’ ri kaxlan juna’ 1571
Column1,Chi rujuwinäq waqxaqi’ q’ij chupam ri ik’ febrero xkäm rixjayil Pedro Ramírez
Column1,Chi rub’elejlaj q’ij richin ri ik’ agosto xaläx rumam Pedro Ramírez
Column1,"Chi rub’elejlaj q’ij richin ri ik’ noviembre xapon Juan Orozco de Ayala, juez, ruk’in Luís Acetuno, rajtz’ib’"
Column1,Chi rujuwinäq wo’o’ ik’ diciembre xk’ut ri’ ruq’aq’al juyu’
Column1, Ja re’ ri kaxlan juna’ 1572
Column1,"Chi ruwaqxaqlaj q’ij richin ri ik’ marzo xkäm ri ak’anima’q Juan Pérez, ruchaq’ Pedro Ramírez"
Column1,"Chi rolaj q’ij richin ri ik’ diciembre xik’o señor Mateo, doctor señor oidor"
Column1, Ja re’ ri kaxlan juna’ 1573
Column1,Chi rujuwinäq waqxaqi’ q’ij richin ri ik’ enero xaläx María rume’al Pedro Ramírez
Column1,Rub’elej q’ij richin ri ik’ febrero xoqa ri señor presidente doctor don Pedro Villalobos wawe’ Tzolola’ Santa María Asunción
Column1,"Chi rulajuj q’ij richin ri ik’ marzo xkäm don Diego Pérez, ajtzij winäq B’ak’ajol"
Column1,Pa martes chi ro’ q’ij richin ri ik’ abril xaläx ruk’ajol  Pablo Ximénez
Column1, Ja re’ ri kaxlan juna’ 1574
Column1,"Chi rukaj q’ij chupam ri ik’ julio xapon qataxación, qatoj ruma Diego de Paz de Quiñones"
Column1, Ja re’ kaxlan juna’ 1575
Column1,"Chi rox q’ij richin ri ik’ marzo xapon Alonso Juera, rezador"
Column1,"Chi rukaj q’ij richin ri ik’ mayo xaläx Juana, rume’al Pedro Ramírez"
Column1,"Chi ri juwinäq waqxaqi’ q’ij richin ri ik’ mayo xapon don Diego de la Cerda ruk’in Gonzalo Martínez, canciller ajtz’ib’, b’anol chïk cuenta  richin rutz’ib’axik ruwi’ jay"
Column1,Chi ruwaqxaqlaj q’ij richin ri ik’ junio chupam sábado xapon juez Pasu’m
Column1,"Chi ruwaqlaj q’ij richin ri ik’ octubre xoqa ajaw don Jerónimo Gómez de Córdoba, obispo, wawe’ Santa María Asunción Tzolola’"
Column1, Ja re’ ri kaxlan juna’ 1576
Column1,Chi rukaj  q’ij richin ri ik’ febrero xerapäx ri alcaldes regidores richin San Miguel Xe Inup
Column1,Chi rub’elej q’ij richin ri ik’ mayo xkäm ri ak’anima’q Andrés de la Vega
Column1,Chi ruwuqlaj q’ij richin ri ik’ septiembre xel chïk ri kisamajela’ ri Audiencia  richin ri tasación
Column1,Xa wi k’a chupam ri ik’ septiembre xeyawäj ri winaqi’ jun b’ey chïk ruk’in ri kamisanel ch’a’k
Column1, Ja re’ ri kaxlan juna’ 1577
Column1,Chi runab’ey q’ij richin ri ik’ mayo xq’osïx ri cruz ruma kaqolajay
Column1,Chi ri juwinäq wuqu’ q’ij richin ri ik’ octubre xk’at San Cristián
Column1,"Chi ruwaqxaq q’ij richin ri ik’ noviembre xk’utun, xk’ut jun ch’umil ruk’wan rusib’, elenäq rusib’il"
Column1,"Pa viernes, chi rujuwinäq waqxaqi’ q’ij richin ri ik’ noviembre, xojrajkäm, xe jub’a’ xrajo’ richin ta xojkäm ruma ri kab’raqän ri xb’anatäj chi nik’aj aq’a’"
Column1, Ja re’ ri kaxlan juna’ 1578
Column1,Chi rujuwinäq wuqu’ q’ij richin ri ik’ enero xe’ik’o monjas chi Palopo’
Column1,Chi rolaj q’ij richin ri ik’ febrero xerapäx ajawa’ K’iche’ winäq chi ri’ pa San Miguel chi Meq’en Ya’
Column1,"Chi ruwaqxaqlaj q’ij richin ri ik’ febrero  xoqa señor Pablo Cota Manuel, juez, b’anol cuenta chuwi’ jay wawe’ Santa María Asunción Tzolola’"
Column1,"Chi rujuwinäq wuqu’ q’ij richin ri ik’ mayo xtzaqon, xutzin, xb’an sentencia chi kij ajawa’ don Pedro Solís, don Francisco"
Column1,"Chi runab’ey q’ij richin ri ik’ septiembre wawe’  xek’oje’ wi padre fray Juan Martín, provincial de la iglesia católica, fray Francisco de Figueroa, guardián"
Column1,"Chi rujuwinäq waqxaqi’ q’ij richin ri ik’ noviembre xoqa wi señor Gregorio Valverde, presidente"
Column1, K’a xk’oje’ wi chïk wawe’ ri presidente Valverde töq xel pe ri kaxlan juna’ 1579
Column1,"Chi rujuwinäq ka’i’ q’ij richin ri ik’ febrero ri rub’anik ri kastilan juku’ xkachoj, xutzin rub’anik"
Column1,"Chi ruwaqxaqlaj q’ij richin ri ik’ mayo xe’oqa kastilan ajchay, ajlab’al"
Column1,"Chi rukab’laj q’ij richin ri ik’ octubre xkäm wi kiguardián ri aj Santiago Atítlan, fray Juan Granero"
Column1,Pa lunes chi roxlaj q’ij richin ri ik’ octubre xoqa ajaw obispo don Jerónimo Gómez de Córdoba wawe’ Santa María Asunción Tzolola’
Column1, Ja re’ ri kaxlan juna’ 1580
Column1,Wawe’ xok wi ajaw don Pedro Solís chi gobernadoril
Column1,Chi rujuwinäq wuqu’ q’ij richin ri ik’ febrero xeq’aj kaqän tz’aq
Column1, Ja re’ ri kaxlan juna’ 1581
Column1,"Chi ruwaqxaq q’ij richin ri ik’ marzo xe’oqa Diego Ramírez, juez, ruk’in Antonio Juárez, rajtz’ib’, b’anol cuenta chuwi’ jay"
Column1,"Chi rox q’ij richin ri ik’ julio xtoq’ Gaspar de Rosales, contador oficial real"
Column1,"Chupam ri ik’ diciembre 1581 xaläx wi Catalina, rume’al Pedro Ramírez, nume’al chuwäch dios, ïn Francisco Hérnandez Arana"
Column1,"Wawe’ pa runimaq’ij Santo Tomás chi ro’ q’ij richin ri ik’ diciembre 1581 xk’utun ruq’aq’al  juyu’, Chi Q’aq’"
Column1, Ja’ re’ ri kaxlan juna’ 1582
Column1,"Chi ruwaqlaj q’ij chupam ri ik’ abril 1582 xjalatäj Pedro Ramírez chi pixkalil, chi fiscalía xa ruma q’ab’arïk"
Column1,"Chi ro’ q’ij richin ri ik’ mayo 1582 xkäm qaloq’oläj tata’, ri ajaw provincial, fray Gonzalo Méndez, pa ri kochoch ri ajyuq’ franciscanos, chi ri’ Pan Q’än"
Column1, Chi rolaj ruwaqlajwinäq q’ij xkäm wi Alonso Uchab’ajay; xrapäx kuma ri alcaldes
Column1,"Wuqlaj ruwaqlajwinäq q’ij xb’e México qatata’ fray Juan Martínez, guardián, chi roxlaj q’ij richin ri ik’ noviembre 1582"
Column1,Chi rub’elejlaj ruwaqlajwinäq q’ij xoqa wi juku’
Column1,"Chi ri jub’elej ruwaqlajwinäq q’ij xkäm wi don Cristóbal Rubio, pa domingo, pa runimaq’ij Santa Catalina"
Column1, Ja re’ ri kaxlan juna’ 1583
Column1,"Chi ruwaqxaq q’ij richin ri ik’ mayo  xoqa wi ri padre guardián, petenäq México"
Column1,"Chi rukajlaj q’ij richin ri ik’ agosto jun q’ij chwäch runimaq’ij Santa María Asunción, xerajjitz’äx,  ajowan kijitz’axik kik’ajol Francisco Martínez, Andrés K’i’oj"
Column1,"Chi rukab’laj q’ij richin ri ik’ septiembre 1583, xkäm ajaw don Joseph de Santa María, gobernador, aj Tz’ikinajay, pa Santiago Atitlán, kitinamit ri Tz’utujile’"
Column1,"Pa sábado ri ro’ q’ij richin ri ik’ octubre 1583 xapon señor juez Juan de Rosales ruk’in Juan de Morales, escribano, tz’etol ruchi’ juyu’ ruk’in ya’ chi la’ Pa Yan Ch’oköl"
Column1,"Chi ri julaj rolajwinäq q’ij chupam qajilab’al röj Kaqchikela’, pa jun aq’a’ ruloman xkinimaq’ijuj ruq’ij Santa Catalina, chi rujuwinäq wo’o’ q’ij richin ri ik’ noviembre 1583,  xaläx Juan Evangelista, ruk’ajol Gregorio Mayorca, rumam Pedro Ramírez"
Column1, Ja re’ ri kaxlan juna’ 1584
Column1,"Chi ruka’n q’ij richin ri ik’ febrero, xik’o ruq’ij Santa María Purificación"
Column1,K’a pa re juna’ re’ xapon ri k’ak’a’ cholab’ kaxlan wawe’
Column1,"Oxk’al  juna’ chrij ri kokem ri kastilan winäq, xkäm don  Pedro Solís, gobernador"
Column1,"K’a ri’ chi sábado xq’osij ri cruz chwäch rochoch dios ruma kaqolajay, chi rukaj q’ij richin ri ik’ febrero"
Column1,"Chi ruwaqxaqlaj q’ij richin ri ik’ febrero 1584 xuk’äm vara Pedro Martínez, rajtzij winäq achin"
Column1,"Chi juwinäq oxi’ q’ij richin ri ik’ marzo pa 1584, xpe padre fray Juan Martínez, guardián"
Column1,"Chi rujuwinäq waqi’ q’ij richin ri ik’ abril xb’ekib’ana’ misa pa San Marcos, chi ri’ Pa Yan Ch’oköl"
Column1,"Chi roxlaj q’ij richin ri ik’ agosto xoqa qaloq’tata’,  padre fray Juan Casero, provincial, wawe’ pa qatinamit Santa María Asunción Tzolola’"
Column1,"Chi rukajlaj q’ij richin ri ik’ noviembre 1584, xe’apon chïk ch’aqa padres chi ri’ Pan Q’än"
Column1,Chi ruwuqlaj q’ij richin ri ik’ noviembre 1584 xkaqär ri ik’
Column1,"K’a ri’ b’eleje’ q’ij chrij ri ruq’eqarisaxik ik’ xoqa chïk ruloq’ob’al, rutzij qanimatata’ santo padre pa Roma"
Column1,Xk’oje’ jun qach’a’oj chi kichin ri aj Guasacapán
Column1,"K’a ri’ toq’a’ pa ruvigilia Santo Tómas,  xqa saqb’öch"
Column1," Ïn mama’ Francisco Díaz, ïn mayordomo"
Column1,Chi ruwaqlaj q’ij richin ri ik’ enero xik’o kab’raqän
Column1,Chupam febrero xub’än visitar ri obispo
Column1,Chi ruwaq q’ij richin ri ik’ marzo xk’am chaj richin ta nya’öx retal ri cuaresma
Column1,Chuqa’ pa re ik’ re’  pa toq’a’ jun domingo xkäm jun ixöq pa estancia
Column1,"Chi rujuwinäq oxi’ q’ij richin ri ik’ marzo xoqa’ ri achib’äl, ri retablo richin qatinamit"
Column1,"Xk’oje’ jun ch’a’oj chi kikojol, qatinamit, Tekpan Atitlán, ruk’in ri tinamït Santiago Atitlán"
Column1,"K’a ri’, xb’an visitar ri señor Quijano, corregidor"
Column1,"Chi rujuwinäq oxi’ q’ij richin ri ik’ mayo xoqa padre fray Juan de Melga, guardián"
Column1,Chi rujuwinäq b’eleje’ q’ij richin ri ik’ junio xjaqatäj ruwäch ri retablo
Column1,Chi juwinäq waqi’ q’ij richin ri ik’ julio xkäm don Gaspar Manrique K’awinay
Column1,"Töq ye’ajin yek’is ri ruq’ij ri ik’ septiembre xkäm ri ajaw de la Cueva, gobernador, aj Mutzula’, San Juan Bautista Nawala’"
Column1,"Ch’aqa Nawala’ chi rulaj q’ij richin ri ik’ octubre xkäm Gaspar, ruk’ajol Francisco Vásquez, ruji’ Lucas Muela"
Column1,"Chi rub’elej q’ij richin ri ik’ noviembre xkichäp samaj wo’o’ ajawa’: Q’alel Uchab’ajay, ruq’al  achin jun nima_ajaw Xinku’, Ajtz’alam Ch’uk, Ajtz’alam Kaqrum, Ajtz’alam Xinku’"
Column1,"Pa jueves töq xajin nsaqirisan, ruloman ri q’eqal xsaqër, xkäm don Juan Hernández, ruk’ajol q’etzam don Jorge"
Column1,Chi ruwaqxaq q’ij richin ri ik’ diciembre xk’oje’ ri santo sacramento chupam ri santa iglesia chuwi’ altar pa rochoch dios wawe’ Tzolola’
Column1,"Chi ri k’isib’äl taq q’ij richin re juna’ re’ wo’o’ q’ij chrij runimaq’ij Santo Tomás, xaläx nuk’ajol Gaspar Q’anil"
Column1, Ja re’ ri kaxlan juna’ 1586
Column1,Wawe’ xb’anatäj ruporoxik wochoch
Column1,"Wakamïn chi ro’ q’ij richin ri ik’ enero pa ri juna’ 1586  röj öj ajawa’, mama’aj: ïn Francisco Díaz, mama’ Pakal,  ruk’in Juan de Guzmán, rutza’m chinamital"
Column1,"Chupam kiq’ij ri oxi’ chi ajawa’, ja ri reyes magos,  xkiya’ kitzij, xkijikib’a’ qacha’ik ri  qaloq’tata’ padre fray Juan Martínez ruk’in fray Juan de Mendoza, guardián, ruk’in señor don Rodrigo Quijano, corregidor, ruk’in don Pedro Martín, gobernador,  chuqa’ ri alcaldes Francisco Arana ruk’in Gregorio Mayorca ruk’in Pedro, fiscal"
Column1,Chuqa’ xe’oqa wawe’ ri ajawa’ kichin ch’aqa tinamït
Column1,"Chi rukajlaj q’ij richin ri ik’ enero pa ri k’isib’äl q’ij richin ri nimaq’ij epifanía, xok mama’ Pakal chi nimawinaqil"
Column1,Chi ri juwinäq q’ij richin ri ik’ febrero xok don Ambrosio chi fiscalil
Column1,"K’a ri’ xkäm ri ajaw don Francisco Pérez, Ajtun Kuk"
Column1,Chi rujuwinäq oxi’ q’ij  richin ri ik’ febrero xok mama’ Pakal chi nimawinaqil ruk’in rutza’m chinamital
Column1,"Chi rujuwinäq ka’i’ q’ij richin ri ik’ febrero pa sábado, xoqa Antonio Rodríguez, juez, b’anol residencia"
Column1,Po xe  e wo’o’  waqi’ chi tinamït chi xk’oje’ kitumin richin ta nkitöj kisalarios
Column1,"Chi ruwuqlaj q’ij  richin ri ik’ marzo xoqa’ ri ajaw don Jerónimo Gómez de Cordoba, obispo"
Column1,Chupam ri q’ij richin ri ik’ abril xoqa ri comisario general fray Alonso Ponce rub’i’
Column1,"Chi ruwuq q’ij richin ri ik’ junio pa sábado, xkäm Catalina, rume’al  Pedro Ramírez Uchab’ajay"
Column1,"Chi rujuwinäq kaji’ q’ij richin ri ik’ junio pa ruvigilia ri runimaq’ij Santiago,  xoqa qaloq’ tata’ fray Alonso Ponce, comisario general"
Column1,"Chupam martes pa ro’ q’ij richin ri ik’ diciembre, toq’a’ chïk,  xe jub’a’ xajin nisaqirisan pe, xeqa taq jay chi ri’ Pan Q’än ruma kab’raqän"
Column1, Ja re’ ri kastilan juna’ 1587
Column1,"Chi ruwaqxaqlaj q’ij richin ri ik’ enero xk’am pe ri jubileo, jun rusipanik ri santo padre de Roma, ri papa"
Column1,Chi rub’elej q’ij richin ri ik’ febrero xaläx ruk’ajol Pedro Ramírez
Column1,Chi rujulaj q’ij richin ri ik’ febrero xk’am pe chaj ruma xtikïr cuaresma
Column1,"Chi ri nab’ey q’ij richin ri ik’ agosto xkäm Diego Hernández Xajil, pa sábado"
Column1,"Chupam ruq’ij ri exaltación de la santa cruz xtz’et tzaqb’aq’aq’ ruma Francisco Pereña ruk’in rajtz’ib’, Cendeño rub’i’"
Column1,Ruka’n q’ij chi rolaj q’ij richin ri ik’ septiembre xb’an misa chi ri’ pa San Agustín
Column1,K’a ri’  xb’an chïk ch’a’oj pa ruwi’ ulew
Column1,Pa lunes chi ruwuq q’ij richin ri ik’ septiembre xk’is ri proceso chi ri’
Column1,Chi rujuwinäq wuqu’ q’ij richin ri ik’ septiembre xoqa jun bula wawe’ Tzolola’
Column1,Chi roxlaj q’ij  richin ri ik’ noviembre xkib’än notificar ri aj Pan Pati’ chi k’a k’o ch’a’oj ruk’in rulew Tomás Ch’i’al
Column1,"K’a ri’ chïk ri q’anawinaqi’, ri ajtzij, ajna’oj xetzijon chi ri’ Pan Pati’"
Column1, Ja re’ ri kastilan juna’ 1588
Column1,Pa re juna’ re’ xtikïr chïk  ri ch’a’k yab’il
Column1,"Ruloman xajin ri kamïk ruma ri yab’il ch’a’k, xk’at rochoch ma Francisco Díaz, mama’ Pakal"
Column1,Chi rukajlaj q’ij richin ri ik’ marzo pa sábado xkaqär ri ik’
