Sentence,Sentiment
"Waqxaqwinäq q’ij chrij ri ulaläj ri’ xpe, xe’apon qatata’, qajyuq’ wawe’ chi qochoch",String
 Chi waqi’ Aj xel ro’ juna’ chupam ri roxmay chrij ri yujuj,String
 Chi oxi’ Aj xel ruwaq juna’  chupam ri roxmay chrij ri yujuj,String
 Chi oxlajuj Aj xel chïk ruwuq juna’ chupam ri roxmay chrij ri yujuj,String
"Chupam re juna’ re’ ri ajyuq’, ri franciscanos, ri domincanos xejalo’ ki’",String
 Chi ri q’ij lajuj Aj xel ruwaqxaq juna’ chupam ri roxmay chrij ri yujuj,String
 Chi wuqu’ Aj xel rub’elej  juna’ chupam ri roxmay chrij ri yujuj,String
"Chupam re juna’ re’ xapon ri ajaw licenciado don Juan Rogel, q’atoy tzij ruk’in ri Audiencia, ri kipopol ri kastilan winäq",String
Wowinäq b’enäq richin ruwaq  juna’ richin rutijoxik ruch’ab’äl qajawal dios töq xmol jay ruma ajaw Juan Rogel,String
 Ja chi kaji’ Aj xel rulaj juna’ chupam ri roxmay chrij ri yujuj,String
 Chi jun Aj xel rujulaj juna’ chupam ri roxmay chrij ri yujuj,String
Chupam re juna’ re’ xapon ri ajaw presidente Alonso López de Cerrato,String
 Chi julajuj Aj xel rukab’laj juna’ chupam ri roxmay chrij ri yujuj,String
 Chi waqxaq Aj xel roxlaj juna’ chupam ri roxmay chrij ri yujuj,String
Chupam re juna’ re’ xkäm ri ajtz’ib’ Juan Pérez,String
 Chi wo’o’Aj xel rukajlaj juna’ chupam ri roxmay chrij ri yujuj,String
Chupam re juna’ re’ xapon wi ri ch’ich’ campana,String
Juwinäq wo’o’ q’ij chrij raponik ri ch’ich’ campana xrajkäm ri ajaw obispo Pan Q’än ruma ajaw licenciado Ramírez,String
 Chi ka’i’ Aj xel roxlaj juna’ chupam ri roxmay chrij ri yujuj,String
Chupam re juna’ re’ xe’ik’o chïk ri chiköp sak’,String
 Chi kab’lajuj Aj xel ruwaqlaj juna’ chupam ri roxmay chrij ri yujuj,String
Chupam re juna’ re’ xapon chïk ajaw presidente doctor Quesada,String
" Xe naqaj raponik ajaw doctor Quesada, xkäm ajaw presidente Cerrato",String
K’a ri’ xkäm chïk ajaw doctor Quesada,String
"K’a ri’ chïk k’a ri ajaw don Francisco, Ajpo Sotz’il",String
 Chi ri q’ij b’eleje’ Aj xel ruwuqlaj juna’ chupam ri roxmay chrij ri yujuj,String
"Kawinäq q’ij chrij rukamik don Francisco, xkäm chïk qatata’ fray Domingo de Vico chi la’ Ak’ala’",String
 Chi waqi’ Aj xel waqxaqlajuj juna’ chupam ri roxmay chrij ri yujuj,String
Chupam re juna’ re’ wawe’ xkäm wi  Alonso de Paz; chi ri q’ij kab’lajuj Q’anil xkäm,String
"Oxlajuj winäq q’ij e ik’owinäq chupam re juna’ re’, töq xik’o ruq’ij Santiago,  xapon ri rutzijol chi ri kastilan winäq chi ri’ Pan Q’än xkib’än jun nimaq’ij,  nïm kikotem",String
"Oxwinäq lajuj q’ij chrij ri ruq’ij Santiago, xapon rutzij, ruq’atb’al tzij ri presidente Ramírez",String
"K’a ri’ juwinäq waqxaqi’ q’ij chrij ri ruq’aton tzij ri ajaw Ramírez, xel pe ri wuj richin ri doctrina  chupam kiq’ij ri santos, pa lunes",String
 Chi oxi’ Aj xel b’elejlajuj juna’ chupam ri roxmay chrij ri yujuj,String
Chupam re juna’ re’ xb’ekich’äy ri Lakantun,String
 Chi ri q’ij oxlajuj Aj k’a xel roxmay rub’anik yujuj,String
" Chupam rujulaj ik’ richin re juna’ re’, xapon ri ajaw presidente real",String
"Waqi’ ik’ chrij ri raponik ri ajaw presidente Pan Q’än xtikïr ri yawab’il, ri yab’il wawe’",String
" Ja ri Diego Hernández Xajil, Francisco Hernández Q’alel B’ak’ajol ri alcaldes chupam re juna’ re’",String
Chupam ri ruka’n juna’ wawe’ xel pe ri ajaw doctor Mejía,String
Chupam re juna’ re’  chuqa’ xekäm wi ri aj Lakantun kuma ri ajlab’al  e tzeqelb’en chrij ri ajaw Ramírez,String
"Chi ri juwinäq wo’o’ q’ij richin ri k’isib’äl kaxlan ik’, pa alaxb’äl pascua xkäm nute’",String
"Wuqu’ q’ij xuxe’ ri pascua rïn xichapatäj chïk chi yawab’il, chi yab’il",String
 Xel k’a ka’i’ juna’ chupam rukaj may chrij ri yujuj chi ri q’ij wuqu’ Aj,String
 Chi ri q’ij kaji’ Aj xel chïk rox juna’ chupam ri rukaj may chrij ri yujuj,String
"Chupam re juna’ re’ k’a najin ri yab’il, ri kamïk",String
 Xel chïk rukaj juna’ chupam ri rukaj may chrij ri yujuj chi ri q’ij jun Aj,String
"K’a ri’ xaläx wi jun nuk’ajol, Rafael rub’i’",String
 Xel chïk pe ro’ juna’ chupam rukaj may juna’ chrij ri yujuj chi ri q’ij julajuj Aj,String
"Chupam re juna’ re’ xerapäx ri alcaldes, xesokäx ruma ri tz’um, ri rapab’äl",String
Xa wi chupam re juna’ re’ xkäm ri ajaw obispo,String
 Xel chïk ruwaq juna’ chupam ri rukaj may chi ri q’ij waqxaqi’ Aj,String
Chupam re juna’ re’ xeyawäj ri winaqi’ jun b’ey chïk ruk’in ri ch’uti’q ch’a’k,String
 Xe ruwaq juna’ chupam ri rukaj may chrij ri yujuj pa lunes,String
Xapon Pan Q’än  ri obispo don Bernardino chi rox q’ij chupam ri ik’ septiembre,String
"K’a ri’ xkäm don Pedro, ri kigobernador  K’awinayi’; K’awinay ja  kib’i’ ach’alal, Tz’utujile’",String
Ja k’a xkäm ri ajaw don Jorge,String
"K’a ri’ xik’o jun nima_kab’raqän, nima_silonel",String
 Ja re’ ri kaxlan juna’ 1566,String
"Diego Hernández, Ma Xajil  chuqa’ Alonso Pérez, Ma Sib’aqijay e alcaldes",String
Chupam re juna’ re’ xoqotäx el Diego Hernández Xajil chupam ralcalde’il,String
"Chi ruwaqlaj q’ij richin ri ik’ diciembre xkäm doña María, rixjayil don Juan Juárez",String
 Ja re’ ri kaxlan juna 1567,String
"Chi rujuwinäq lajuj q’ij  richin ri ik’ töq xik’o ri k’astajib’äl pascua,  töq xnimaq’ijüx ri pascua, xk’amär pe wi ri santo sacramento wawe’ Santa María Asunción Tzolola’",String
 Ja re’ ri kaxlan juna’ 1568,String
Chupam re juna’ re’ xik’o don Francisco Brizeño visitador chuwi’ Sub’a’,String
 Xk’amär pe ri jubileo chi ruwuq q’ij richin ri ik’ noviembre chupam  ri kaxlan juna’ 1569,String
Chi ruwaq q’ij richin ri ik’ enero xch’ay Xajil B’atz’in aj Palopo’ kuma Tz’utujile’,String
"K’a ri’ xkäm ri ajaw don Juan Suárez chi rujuwinäq wo’o’ q’ij richin ri ik’ junio, chupam sábado, jun q’ij chrij ri runimaq’ij San Juan Bautista",String
"Kik’ajol ri juley taq ajawa’  e don Cristóbal, ruk’ajol don Juan Cortés;  Luís Pérez",String
 Ja re’ ri  kaxlan juna’ 1570,String
Chi rujuwinäq waqi’ q’ij chupam ri ik’ julio xkäm rumam Pablo Ximénez,String
 Ja re’ ri kaxlan juna’ 1571,String
Chi rujuwinäq waqxaqi’ q’ij chupam ri ik’ febrero xkäm rixjayil Pedro Ramírez,String
Chi rub’elejlaj q’ij richin ri ik’ agosto xaläx rumam Pedro Ramírez,String
"Chi rub’elejlaj q’ij richin ri ik’ noviembre xapon Juan Orozco de Ayala, juez, ruk’in Luís Acetuno, rajtz’ib’",String
Chi rujuwinäq wo’o’ ik’ diciembre xk’ut ri’ ruq’aq’al juyu’,String
 Ja re’ ri kaxlan juna’ 1572,String
"Chi ruwaqxaqlaj q’ij richin ri ik’ marzo xkäm ri ak’anima’q Juan Pérez, ruchaq’ Pedro Ramírez",String
"Chi rolaj q’ij richin ri ik’ diciembre xik’o señor Mateo, doctor señor oidor",String
 Ja re’ ri kaxlan juna’ 1573,String
Chi rujuwinäq waqxaqi’ q’ij richin ri ik’ enero xaläx María rume’al Pedro Ramírez,String
Rub’elej q’ij richin ri ik’ febrero xoqa ri señor presidente doctor don Pedro Villalobos wawe’ Tzolola’ Santa María Asunción,String
"Chi rulajuj q’ij richin ri ik’ marzo xkäm don Diego Pérez, ajtzij winäq B’ak’ajol",String
Pa martes chi ro’ q’ij richin ri ik’ abril xaläx ruk’ajol  Pablo Ximénez,String
 Ja re’ ri kaxlan juna’ 1574,String
"Chi rukaj q’ij chupam ri ik’ julio xapon qataxación, qatoj ruma Diego de Paz de Quiñones",String
 Ja re’ kaxlan juna’ 1575,String
"Chi rox q’ij richin ri ik’ marzo xapon Alonso Juera, rezador",String
"Chi rukaj q’ij richin ri ik’ mayo xaläx Juana, rume’al Pedro Ramírez",String
"Chi ri juwinäq waqxaqi’ q’ij richin ri ik’ mayo xapon don Diego de la Cerda ruk’in Gonzalo Martínez, canciller ajtz’ib’, b’anol chïk cuenta  richin rutz’ib’axik ruwi’ jay",String
Chi ruwaqxaqlaj q’ij richin ri ik’ junio chupam sábado xapon juez Pasu’m,String
"Chi ruwaqlaj q’ij richin ri ik’ octubre xoqa ajaw don Jerónimo Gómez de Córdoba, obispo, wawe’ Santa María Asunción Tzolola’",String
 Ja re’ ri kaxlan juna’ 1576,String
Chi rukaj  q’ij richin ri ik’ febrero xerapäx ri alcaldes regidores richin San Miguel Xe Inup,String
Chi rub’elej q’ij richin ri ik’ mayo xkäm ri ak’anima’q Andrés de la Vega,String
Chi ruwuqlaj q’ij richin ri ik’ septiembre xel chïk ri kisamajela’ ri Audiencia  richin ri tasación,String
Xa wi k’a chupam ri ik’ septiembre xeyawäj ri winaqi’ jun b’ey chïk ruk’in ri kamisanel ch’a’k,String
 Ja re’ ri kaxlan juna’ 1577,String
Chi runab’ey q’ij richin ri ik’ mayo xq’osïx ri cruz ruma kaqolajay,String
Chi ri juwinäq wuqu’ q’ij richin ri ik’ octubre xk’at San Cristián,String
"Chi ruwaqxaq q’ij richin ri ik’ noviembre xk’utun, xk’ut jun ch’umil ruk’wan rusib’, elenäq rusib’il",String
"Pa viernes, chi rujuwinäq waqxaqi’ q’ij richin ri ik’ noviembre, xojrajkäm, xe jub’a’ xrajo’ richin ta xojkäm ruma ri kab’raqän ri xb’anatäj chi nik’aj aq’a’",String
 Ja re’ ri kaxlan juna’ 1578,String
Chi rujuwinäq wuqu’ q’ij richin ri ik’ enero xe’ik’o monjas chi Palopo’,String
Chi rolaj q’ij richin ri ik’ febrero xerapäx ajawa’ K’iche’ winäq chi ri’ pa San Miguel chi Meq’en Ya’,String
"Chi ruwaqxaqlaj q’ij richin ri ik’ febrero  xoqa señor Pablo Cota Manuel, juez, b’anol cuenta chuwi’ jay wawe’ Santa María Asunción Tzolola’",String
"Chi rujuwinäq wuqu’ q’ij richin ri ik’ mayo xtzaqon, xutzin, xb’an sentencia chi kij ajawa’ don Pedro Solís, don Francisco",String
"Chi runab’ey q’ij richin ri ik’ septiembre wawe’  xek’oje’ wi padre fray Juan Martín, provincial de la iglesia católica, fray Francisco de Figueroa, guardián",String
"Chi rujuwinäq waqxaqi’ q’ij richin ri ik’ noviembre xoqa wi señor Gregorio Valverde, presidente",String
 K’a xk’oje’ wi chïk wawe’ ri presidente Valverde töq xel pe ri kaxlan juna’ 1579,String
"Chi rujuwinäq ka’i’ q’ij richin ri ik’ febrero ri rub’anik ri kastilan juku’ xkachoj, xutzin rub’anik",String
"Chi ruwaqxaqlaj q’ij richin ri ik’ mayo xe’oqa kastilan ajchay, ajlab’al",String
"Chi rukab’laj q’ij richin ri ik’ octubre xkäm wi kiguardián ri aj Santiago Atítlan, fray Juan Granero",String
Pa lunes chi roxlaj q’ij richin ri ik’ octubre xoqa ajaw obispo don Jerónimo Gómez de Córdoba wawe’ Santa María Asunción Tzolola’,String
 Ja re’ ri kaxlan juna’ 1580,String
Wawe’ xok wi ajaw don Pedro Solís chi gobernadoril,String
Chi rujuwinäq wuqu’ q’ij richin ri ik’ febrero xeq’aj kaqän tz’aq,String
 Ja re’ ri kaxlan juna’ 1581,String
"Chi ruwaqxaq q’ij richin ri ik’ marzo xe’oqa Diego Ramírez, juez, ruk’in Antonio Juárez, rajtz’ib’, b’anol cuenta chuwi’ jay",String
"Chi rox q’ij richin ri ik’ julio xtoq’ Gaspar de Rosales, contador oficial real",String
"Chupam ri ik’ diciembre 1581 xaläx wi Catalina, rume’al Pedro Ramírez, nume’al chuwäch dios, ïn Francisco Hérnandez Arana",String
"Wawe’ pa runimaq’ij Santo Tomás chi ro’ q’ij richin ri ik’ diciembre 1581 xk’utun ruq’aq’al  juyu’, Chi Q’aq’",String
 Ja’ re’ ri kaxlan juna’ 1582,String
"Chi ruwaqlaj q’ij chupam ri ik’ abril 1582 xjalatäj Pedro Ramírez chi pixkalil, chi fiscalía xa ruma q’ab’arïk",String
"Chi ro’ q’ij richin ri ik’ mayo 1582 xkäm qaloq’oläj tata’, ri ajaw provincial, fray Gonzalo Méndez, pa ri kochoch ri ajyuq’ franciscanos, chi ri’ Pan Q’än",String
 Chi rolaj ruwaqlajwinäq q’ij xkäm wi Alonso Uchab’ajay; xrapäx kuma ri alcaldes,String
"Wuqlaj ruwaqlajwinäq q’ij xb’e México qatata’ fray Juan Martínez, guardián, chi roxlaj q’ij richin ri ik’ noviembre 1582",String
Chi rub’elejlaj ruwaqlajwinäq q’ij xoqa wi juku’,String
"Chi ri jub’elej ruwaqlajwinäq q’ij xkäm wi don Cristóbal Rubio, pa domingo, pa runimaq’ij Santa Catalina",String
 Ja re’ ri kaxlan juna’ 1583,String
"Chi ruwaqxaq q’ij richin ri ik’ mayo  xoqa wi ri padre guardián, petenäq México",String
"Chi rukajlaj q’ij richin ri ik’ agosto jun q’ij chwäch runimaq’ij Santa María Asunción, xerajjitz’äx,  ajowan kijitz’axik kik’ajol Francisco Martínez, Andrés K’i’oj",String
"Chi rukab’laj q’ij richin ri ik’ septiembre 1583, xkäm ajaw don Joseph de Santa María, gobernador, aj Tz’ikinajay, pa Santiago Atitlán, kitinamit ri Tz’utujile’",String
"Pa sábado ri ro’ q’ij richin ri ik’ octubre 1583 xapon señor juez Juan de Rosales ruk’in Juan de Morales, escribano, tz’etol ruchi’ juyu’ ruk’in ya’ chi la’ Pa Yan Ch’oköl",String
"Chi ri julaj rolajwinäq q’ij chupam qajilab’al röj Kaqchikela’, pa jun aq’a’ ruloman xkinimaq’ijuj ruq’ij Santa Catalina, chi rujuwinäq wo’o’ q’ij richin ri ik’ noviembre 1583,  xaläx Juan Evangelista, ruk’ajol Gregorio Mayorca, rumam Pedro Ramírez",String
 Ja re’ ri kaxlan juna’ 1584,String
"Chi ruka’n q’ij richin ri ik’ febrero, xik’o ruq’ij Santa María Purificación",String
K’a pa re juna’ re’ xapon ri k’ak’a’ cholab’ kaxlan wawe’,String
"Oxk’al  juna’ chrij ri kokem ri kastilan winäq, xkäm don  Pedro Solís, gobernador",String
"K’a ri’ chi sábado xq’osij ri cruz chwäch rochoch dios ruma kaqolajay, chi rukaj q’ij richin ri ik’ febrero",String
"Chi ruwaqxaqlaj q’ij richin ri ik’ febrero 1584 xuk’äm vara Pedro Martínez, rajtzij winäq achin",String
"Chi juwinäq oxi’ q’ij richin ri ik’ marzo pa 1584, xpe padre fray Juan Martínez, guardián",String
"Chi rujuwinäq waqi’ q’ij richin ri ik’ abril xb’ekib’ana’ misa pa San Marcos, chi ri’ Pa Yan Ch’oköl",String
"Chi roxlaj q’ij richin ri ik’ agosto xoqa qaloq’tata’,  padre fray Juan Casero, provincial, wawe’ pa qatinamit Santa María Asunción Tzolola’",String
"Chi rukajlaj q’ij richin ri ik’ noviembre 1584, xe’apon chïk ch’aqa padres chi ri’ Pan Q’än",String
Chi ruwuqlaj q’ij richin ri ik’ noviembre 1584 xkaqär ri ik’,String
"K’a ri’ b’eleje’ q’ij chrij ri ruq’eqarisaxik ik’ xoqa chïk ruloq’ob’al, rutzij qanimatata’ santo padre pa Roma",String
Xk’oje’ jun qach’a’oj chi kichin ri aj Guasacapán,String
"K’a ri’ toq’a’ pa ruvigilia Santo Tómas,  xqa saqb’öch",String
" Ïn mama’ Francisco Díaz, ïn mayordomo",String
Chi ruwaqlaj q’ij richin ri ik’ enero xik’o kab’raqän,String
Chupam febrero xub’än visitar ri obispo,String
Chi ruwaq q’ij richin ri ik’ marzo xk’am chaj richin ta nya’öx retal ri cuaresma,String
Chuqa’ pa re ik’ re’  pa toq’a’ jun domingo xkäm jun ixöq pa estancia,String
"Chi rujuwinäq oxi’ q’ij richin ri ik’ marzo xoqa’ ri achib’äl, ri retablo richin qatinamit",String
"Xk’oje’ jun ch’a’oj chi kikojol, qatinamit, Tekpan Atitlán, ruk’in ri tinamït Santiago Atitlán",String
"K’a ri’, xb’an visitar ri señor Quijano, corregidor",String
"Chi rujuwinäq oxi’ q’ij richin ri ik’ mayo xoqa padre fray Juan de Melga, guardián",String
Chi rujuwinäq b’eleje’ q’ij richin ri ik’ junio xjaqatäj ruwäch ri retablo,String
Chi juwinäq waqi’ q’ij richin ri ik’ julio xkäm don Gaspar Manrique K’awinay,String
"Töq ye’ajin yek’is ri ruq’ij ri ik’ septiembre xkäm ri ajaw de la Cueva, gobernador, aj Mutzula’, San Juan Bautista Nawala’",String
"Ch’aqa Nawala’ chi rulaj q’ij richin ri ik’ octubre xkäm Gaspar, ruk’ajol Francisco Vásquez, ruji’ Lucas Muela",String
"Chi rub’elej q’ij richin ri ik’ noviembre xkichäp samaj wo’o’ ajawa’: Q’alel Uchab’ajay, ruq’al  achin jun nima_ajaw Xinku’, Ajtz’alam Ch’uk, Ajtz’alam Kaqrum, Ajtz’alam Xinku’",String
"Pa jueves töq xajin nsaqirisan, ruloman ri q’eqal xsaqër, xkäm don Juan Hernández, ruk’ajol q’etzam don Jorge",String
Chi ruwaqxaq q’ij richin ri ik’ diciembre xk’oje’ ri santo sacramento chupam ri santa iglesia chuwi’ altar pa rochoch dios wawe’ Tzolola’,String
"Chi ri k’isib’äl taq q’ij richin re juna’ re’ wo’o’ q’ij chrij runimaq’ij Santo Tomás, xaläx nuk’ajol Gaspar Q’anil",String
 Ja re’ ri kaxlan juna’ 1586,String
Wawe’ xb’anatäj ruporoxik wochoch,String
"Wakamïn chi ro’ q’ij richin ri ik’ enero pa ri juna’ 1586  röj öj ajawa’, mama’aj: ïn Francisco Díaz, mama’ Pakal,  ruk’in Juan de Guzmán, rutza’m chinamital",String
"Chupam kiq’ij ri oxi’ chi ajawa’, ja ri reyes magos,  xkiya’ kitzij, xkijikib’a’ qacha’ik ri  qaloq’tata’ padre fray Juan Martínez ruk’in fray Juan de Mendoza, guardián, ruk’in señor don Rodrigo Quijano, corregidor, ruk’in don Pedro Martín, gobernador,  chuqa’ ri alcaldes Francisco Arana ruk’in Gregorio Mayorca ruk’in Pedro, fiscal",String
Chuqa’ xe’oqa wawe’ ri ajawa’ kichin ch’aqa tinamït,String
"Chi rukajlaj q’ij richin ri ik’ enero pa ri k’isib’äl q’ij richin ri nimaq’ij epifanía, xok mama’ Pakal chi nimawinaqil",String
Chi ri juwinäq q’ij richin ri ik’ febrero xok don Ambrosio chi fiscalil,String
"K’a ri’ xkäm ri ajaw don Francisco Pérez, Ajtun Kuk",String
Chi rujuwinäq oxi’ q’ij  richin ri ik’ febrero xok mama’ Pakal chi nimawinaqil ruk’in rutza’m chinamital,String
"Chi rujuwinäq ka’i’ q’ij richin ri ik’ febrero pa sábado, xoqa Antonio Rodríguez, juez, b’anol residencia",String
Po xe  e wo’o’  waqi’ chi tinamït chi xk’oje’ kitumin richin ta nkitöj kisalarios,String
"Chi ruwuqlaj q’ij  richin ri ik’ marzo xoqa’ ri ajaw don Jerónimo Gómez de Cordoba, obispo",String
Chupam ri q’ij richin ri ik’ abril xoqa ri comisario general fray Alonso Ponce rub’i’,String
"Chi ruwuq q’ij richin ri ik’ junio pa sábado, xkäm Catalina, rume’al  Pedro Ramírez Uchab’ajay",String
"Chi rujuwinäq kaji’ q’ij richin ri ik’ junio pa ruvigilia ri runimaq’ij Santiago,  xoqa qaloq’ tata’ fray Alonso Ponce, comisario general",String
"Chupam martes pa ro’ q’ij richin ri ik’ diciembre, toq’a’ chïk,  xe jub’a’ xajin nisaqirisan pe, xeqa taq jay chi ri’ Pan Q’än ruma kab’raqän",String
 Ja re’ ri kastilan juna’ 1587,String
"Chi ruwaqxaqlaj q’ij richin ri ik’ enero xk’am pe ri jubileo, jun rusipanik ri santo padre de Roma, ri papa",String
Chi rub’elej q’ij richin ri ik’ febrero xaläx ruk’ajol Pedro Ramírez,String
Chi rujulaj q’ij richin ri ik’ febrero xk’am pe chaj ruma xtikïr cuaresma,String
"Chi ri nab’ey q’ij richin ri ik’ agosto xkäm Diego Hernández Xajil, pa sábado",String
"Chupam ruq’ij ri exaltación de la santa cruz xtz’et tzaqb’aq’aq’ ruma Francisco Pereña ruk’in rajtz’ib’, Cendeño rub’i’",String
Ruka’n q’ij chi rolaj q’ij richin ri ik’ septiembre xb’an misa chi ri’ pa San Agustín,String
K’a ri’  xb’an chïk ch’a’oj pa ruwi’ ulew,String
Pa lunes chi ruwuq q’ij richin ri ik’ septiembre xk’is ri proceso chi ri’,String
Chi rujuwinäq wuqu’ q’ij richin ri ik’ septiembre xoqa jun bula wawe’ Tzolola’,String
Chi roxlaj q’ij  richin ri ik’ noviembre xkib’än notificar ri aj Pan Pati’ chi k’a k’o ch’a’oj ruk’in rulew Tomás Ch’i’al,String
"K’a ri’ chïk ri q’anawinaqi’, ri ajtzij, ajna’oj xetzijon chi ri’ Pan Pati’",String
 Ja re’ ri kastilan juna’ 1588,String
Pa re juna’ re’ xtikïr chïk  ri ch’a’k yab’il,String
"Ruloman xajin ri kamïk ruma ri yab’il ch’a’k, xk’at rochoch ma Francisco Díaz, mama’ Pakal",String
Chi rukajlaj q’ij richin ri ik’ marzo pa sábado xkaqär ri ik’,String
Chi rub’elejlaj q’ij richin ri ik’ marzo xoqa ri juez Juan de Morales,String
"Pa domingo ri juwinäq q’ij richin ri ik’ marzo, xqa ya’ pa ruwi’ rumam Francisco, juez",String
"Pa martes ri juwinäq ka’i’ q’ij richin ri ik’ marzo, xtikïr ruk’amik kitzij ri q’anawinaqi’ chuwäch ri juez chi ri’ Pa Yan Ch’oköl",String
Pa jueves chi rujuwinäq kaji’ q’ij richin ri ik’ marzo xok chïk ri juez Pan Pati’,String
Chi ri ruk’isib’al  re juna’ re’  xk’oje’ ri ch’a’oj pa ruwi’ ri rezagos chrij ri gobernador Pedro Martínez,String
